input position,input joint,output joint
"(-1.12, -1.45)","(-1.84, -0.91)","(-1.82, -0.83)"
"(-1.12, -1.45)","(-1.74, -0.76)","(-1.82, -0.83)"
"(-1.12, -1.45)","(-1.78, -0.76)","(-1.82, -0.83)"
"(-1.12, -1.45)","(-1.79, -0.82)","(-1.82, -0.83)"
"(-1.12, -1.45)","(-1.87, -0.82)","(-1.82, -0.83)"
"(-1.12, -1.45)","(-1.73, -0.84)","(-1.82, -0.83)"
"(-1.12, -1.45)","(-1.8, -0.76)","(-1.82, -0.83)"
"(-0.92, -1.71)","(-1.9, -0.4)","(-1.82, -0.5)"
"(-0.92, -1.71)","(-1.82, -0.41)","(-1.82, -0.5)"
"(-0.92, -1.71)","(-1.79, -0.41)","(-1.82, -0.5)"
"(-0.92, -1.71)","(-1.91, -0.45)","(-1.82, -0.5)"
"(-0.92, -1.71)","(-1.8, -0.52)","(-1.82, -0.5)"
"(-0.92, -1.71)","(-1.89, -0.41)","(-1.82, -0.5)"
"(-0.92, -1.71)","(-1.76, -0.49)","(-1.82, -0.5)"
"(-0.92, -1.71)","(-1.82, -0.56)","(-1.82, -0.5)"
"(-0.92, -1.71)","(-1.76, -0.51)","(-1.82, -0.5)"
"(-0.92, -1.71)","(-1.76, -0.45)","(-1.82, -0.5)"
"(-0.92, -1.71)","(-1.77, -0.49)","(-1.82, -0.5)"
"(-0.92, -1.71)","(-1.9, -0.49)","(-1.82, -0.5)"
"(-0.92, -1.71)","(-1.9, -0.59)","(-1.82, -0.5)"
"(-0.92, -1.71)","(-1.74, -0.42)","(-1.82, -0.5)"
"(-0.92, -1.71)","(-1.81, -0.44)","(-1.82, -0.5)"
"(-0.92, -1.71)","(-1.77, -0.49)","(-1.82, -0.5)"
"(-0.92, -1.71)","(-1.87, -0.46)","(-1.82, -0.5)"
"(-0.92, -1.71)","(-1.84, -0.47)","(-1.82, -0.5)"
"(-0.92, -1.71)","(-1.73, -0.43)","(-1.82, -0.5)"
"(-0.92, -1.71)","(-1.91, -0.53)","(-1.82, -0.5)"
"(-0.65, -1.89)","(-1.85, -0.12)","(-1.82, -0.17)"
"(-0.65, -1.89)","(-1.88, -0.07)","(-1.82, -0.17)"
"(-0.65, -1.89)","(-1.84, -0.23)","(-1.82, -0.17)"
"(-0.65, -1.89)","(-1.89, -0.23)","(-1.82, -0.17)"
"(-0.65, -1.89)","(-1.73, -0.22)","(-1.82, -0.17)"
"(-0.65, -1.89)","(-1.79, -0.09)","(-1.82, -0.17)"
"(-0.65, -1.89)","(-1.73, -0.18)","(-1.82, -0.17)"
"(-0.65, -1.89)","(-1.86, -0.11)","(-1.82, -0.17)"
"(-0.65, -1.89)","(-1.85, -0.15)","(-1.82, -0.17)"
"(-0.65, -1.89)","(-1.89, -0.21)","(-1.82, -0.17)"
"(-0.65, -1.89)","(-1.78, -0.23)","(-1.82, -0.17)"
"(-0.65, -1.89)","(-1.73, -0.09)","(-1.82, -0.17)"
"(-0.65, -1.89)","(-1.87, -0.13)","(-1.82, -0.17)"
"(-0.65, -1.89)","(-1.84, -0.15)","(-1.82, -0.17)"
"(-0.65, -1.89)","(-1.88, -0.08)","(-1.82, -0.17)"
"(-0.65, -1.89)","(-1.8, -0.1)","(-1.82, -0.17)"
"(-0.65, -1.89)","(-1.84, -0.23)","(-1.82, -0.17)"
"(-0.65, -1.89)","(-1.9, -0.19)","(-1.82, -0.17)"
"(-0.65, -1.89)","(-1.77, -0.18)","(-1.82, -0.17)"
"(-0.65, -1.89)","(-1.83, -0.15)","(-1.82, -0.17)"
"(-0.33, -1.97)","(-1.77, 0.08)","(-1.82, 0.17)"
"(-0.33, -1.97)","(-1.8, 0.26)","(-1.82, 0.17)"
"(-0.33, -1.97)","(-1.9, 0.14)","(-1.82, 0.17)"
"(-0.33, -1.97)","(-1.89, 0.19)","(-1.82, 0.17)"
"(-0.33, -1.97)","(-1.76, 0.07)","(-1.82, 0.17)"
"(-0.33, -1.97)","(-1.86, 0.21)","(-1.82, 0.17)"
"(-0.33, -1.97)","(-1.87, 0.16)","(-1.82, 0.17)"
"(-0.33, -1.97)","(-1.84, 0.25)","(-1.82, 0.17)"
"(-0.33, -1.97)","(-1.87, 0.13)","(-1.82, 0.17)"
"(-0.33, -1.97)","(-1.74, 0.25)","(-1.82, 0.17)"
"(-0.33, -1.97)","(-1.78, 0.13)","(-1.82, 0.17)"
"(-0.33, -1.97)","(-1.86, 0.2)","(-1.82, 0.17)"
"(-0.33, -1.97)","(-1.8, 0.23)","(-1.82, 0.17)"
"(-0.33, -1.97)","(-1.79, 0.23)","(-1.82, 0.17)"
"(-0.33, -1.97)","(-1.79, 0.17)","(-1.82, 0.17)"
"(-0.33, -1.97)","(-1.9, 0.11)","(-1.82, 0.17)"
"(-0.33, -1.97)","(-1.91, 0.17)","(-1.82, 0.17)"
"(-0.33, -1.97)","(-1.73, 0.22)","(-1.82, 0.17)"
"(-0.33, -1.97)","(-1.9, 0.23)","(-1.82, 0.17)"
"(-0.33, -1.97)","(-1.77, 0.26)","(-1.82, 0.17)"
"(0.0, -1.94)","(-1.86, 0.56)","(-1.82, 0.5)"
"(0.0, -1.94)","(-1.91, 0.43)","(-1.82, 0.5)"
"(0.0, -1.94)","(-1.88, 0.46)","(-1.82, 0.5)"
"(0.0, -1.94)","(-1.72, 0.47)","(-1.82, 0.5)"
"(0.0, -1.94)","(-1.75, 0.53)","(-1.82, 0.5)"
"(0.0, -1.94)","(-1.87, 0.4)","(-1.82, 0.5)"
"(0.0, -1.94)","(-1.84, 0.5)","(-1.82, 0.5)"
"(0.0, -1.94)","(-1.87, 0.41)","(-1.82, 0.5)"
"(0.0, -1.94)","(-1.76, 0.47)","(-1.82, 0.5)"
"(0.0, -1.94)","(-1.76, 0.43)","(-1.82, 0.5)"
"(0.0, -1.94)","(-1.81, 0.44)","(-1.82, 0.5)"
"(0.0, -1.94)","(-1.89, 0.43)","(-1.82, 0.5)"
"(0.0, -1.94)","(-1.77, 0.4)","(-1.82, 0.5)"
"(0.0, -1.94)","(-1.78, 0.46)","(-1.82, 0.5)"
"(0.0, -1.94)","(-1.83, 0.56)","(-1.82, 0.5)"
"(0.0, -1.94)","(-1.85, 0.55)","(-1.82, 0.5)"
"(0.0, -1.94)","(-1.74, 0.52)","(-1.82, 0.5)"
"(0.0, -1.94)","(-1.83, 0.49)","(-1.82, 0.5)"
"(0.0, -1.94)","(-1.76, 0.56)","(-1.82, 0.5)"
"(0.0, -1.94)","(-1.89, 0.5)","(-1.82, 0.5)"
"(0.3, -1.81)","(-1.82, 0.82)","(-1.82, 0.83)"
"(0.3, -1.81)","(-1.9, 0.92)","(-1.82, 0.83)"
"(0.3, -1.81)","(-1.87, 0.85)","(-1.82, 0.83)"
"(0.3, -1.81)","(-1.83, 0.92)","(-1.82, 0.83)"
"(0.3, -1.81)","(-1.8, 0.75)","(-1.82, 0.83)"
"(0.3, -1.81)","(-1.9, 0.9)","(-1.82, 0.83)"
"(0.3, -1.81)","(-1.89, 0.88)","(-1.82, 0.83)"
"(0.3, -1.81)","(-1.76, 0.77)","(-1.82, 0.83)"
"(0.3, -1.81)","(-1.77, 0.76)","(-1.82, 0.83)"
"(0.3, -1.81)","(-1.72, 0.8)","(-1.82, 0.83)"
"(0.3, -1.81)","(-1.77, 0.9)","(-1.82, 0.83)"
"(0.3, -1.81)","(-1.81, 0.77)","(-1.82, 0.83)"
"(0.3, -1.81)","(-1.72, 0.78)","(-1.82, 0.83)"
"(0.3, -1.81)","(-1.87, 0.87)","(-1.82, 0.83)"
"(0.3, -1.81)","(-1.76, 0.76)","(-1.82, 0.83)"
"(0.3, -1.81)","(-1.78, 0.81)","(-1.82, 0.83)"
"(0.3, -1.81)","(-1.85, 0.8)","(-1.82, 0.83)"
"(0.3, -1.81)","(-1.79, 0.8)","(-1.82, 0.83)"
"(0.3, -1.81)","(-1.84, 0.91)","(-1.82, 0.83)"
"(0.3, -1.81)","(-1.73, 0.86)","(-1.82, 0.83)"
"(0.54, -1.58)","(-1.87, 1.25)","(-1.82, 1.16)"
"(0.54, -1.58)","(-1.82, 1.06)","(-1.82, 1.16)"
"(0.54, -1.58)","(-1.88, 1.12)","(-1.82, 1.16)"
"(0.54, -1.58)","(-1.81, 1.16)","(-1.82, 1.16)"
"(0.54, -1.58)","(-1.84, 1.21)","(-1.82, 1.16)"
"(0.54, -1.58)","(-1.73, 1.1)","(-1.82, 1.16)"
"(0.54, -1.58)","(-1.85, 1.07)","(-1.82, 1.16)"
"(0.54, -1.58)","(-1.9, 1.18)","(-1.82, 1.16)"
"(0.54, -1.58)","(-1.8, 1.18)","(-1.82, 1.16)"
"(0.54, -1.58)","(-1.85, 1.16)","(-1.82, 1.16)"
"(0.54, -1.58)","(-1.9, 1.06)","(-1.82, 1.16)"
"(0.54, -1.58)","(-1.73, 1.24)","(-1.82, 1.16)"
"(0.54, -1.58)","(-1.86, 1.23)","(-1.82, 1.16)"
"(0.54, -1.58)","(-1.74, 1.23)","(-1.82, 1.16)"
"(0.54, -1.58)","(-1.82, 1.22)","(-1.82, 1.16)"
"(0.54, -1.58)","(-1.8, 1.15)","(-1.82, 1.16)"
"(0.54, -1.58)","(-1.83, 1.17)","(-1.82, 1.16)"
"(0.54, -1.58)","(-1.87, 1.16)","(-1.82, 1.16)"
"(0.54, -1.58)","(-1.8, 1.07)","(-1.82, 1.16)"
"(0.54, -1.58)","(-1.85, 1.14)","(-1.82, 1.16)"
"(0.7, -1.29)","(-1.88, 1.42)","(-1.82, 1.49)"
"(0.7, -1.29)","(-1.89, 1.52)","(-1.82, 1.49)"
"(0.7, -1.29)","(-1.86, 1.51)","(-1.82, 1.49)"
"(0.7, -1.29)","(-1.83, 1.41)","(-1.82, 1.49)"
"(0.7, -1.29)","(-1.83, 1.41)","(-1.82, 1.49)"
"(0.7, -1.29)","(-1.89, 1.58)","(-1.82, 1.49)"
"(0.7, -1.29)","(-1.83, 1.44)","(-1.82, 1.49)"
"(0.7, -1.29)","(-1.73, 1.52)","(-1.82, 1.49)"
"(0.7, -1.29)","(-1.79, 1.58)","(-1.82, 1.49)"
"(0.7, -1.29)","(-1.84, 1.47)","(-1.82, 1.49)"
"(0.7, -1.29)","(-1.8, 1.41)","(-1.82, 1.49)"
"(0.7, -1.29)","(-1.75, 1.48)","(-1.82, 1.49)"
"(0.7, -1.29)","(-1.78, 1.41)","(-1.82, 1.49)"
"(0.7, -1.29)","(-1.86, 1.48)","(-1.82, 1.49)"
"(0.7, -1.29)","(-1.74, 1.56)","(-1.82, 1.49)"
"(0.7, -1.29)","(-1.9, 1.39)","(-1.82, 1.49)"
"(0.7, -1.29)","(-1.79, 1.51)","(-1.82, 1.49)"
"(0.7, -1.29)","(-1.92, 1.55)","(-1.82, 1.49)"
"(0.7, -1.29)","(-1.73, 1.52)","(-1.82, 1.49)"
"(0.7, -1.29)","(-1.91, 1.46)","(-1.82, 1.49)"
"(0.75, -0.97)","(-1.89, 1.87)","(-1.82, 1.82)"
"(0.75, -0.97)","(-1.82, 1.81)","(-1.82, 1.82)"
"(0.75, -0.97)","(-1.77, 1.88)","(-1.82, 1.82)"
"(0.75, -0.97)","(-1.75, 1.8)","(-1.82, 1.82)"
"(0.75, -0.97)","(-1.81, 1.85)","(-1.82, 1.82)"
"(0.75, -0.97)","(-1.76, 1.79)","(-1.82, 1.82)"
"(0.75, -0.97)","(-1.76, 1.87)","(-1.82, 1.82)"
"(0.75, -0.97)","(-1.72, 1.87)","(-1.82, 1.82)"
"(0.75, -0.97)","(-1.84, 1.9)","(-1.82, 1.82)"
"(0.75, -0.97)","(-1.89, 1.76)","(-1.82, 1.82)"
"(0.75, -0.97)","(-1.75, 1.76)","(-1.82, 1.82)"
"(0.75, -0.97)","(-1.76, 1.73)","(-1.82, 1.82)"
"(0.75, -0.97)","(-1.79, 1.78)","(-1.82, 1.82)"
"(0.75, -0.97)","(-1.77, 1.76)","(-1.82, 1.82)"
"(0.75, -0.97)","(-1.77, 1.78)","(-1.82, 1.82)"
"(0.75, -0.97)","(-1.84, 1.73)","(-1.82, 1.82)"
"(0.75, -0.97)","(-1.76, 1.88)","(-1.82, 1.82)"
"(0.75, -0.97)","(-1.76, 1.73)","(-1.82, 1.82)"
"(0.75, -0.97)","(-1.72, 1.75)","(-1.82, 1.82)"
"(0.75, -0.97)","(-1.85, 1.83)","(-1.82, 1.82)"
"(0.7, -0.64)","(-1.89, 2.25)","(-1.82, 2.15)"
"(0.7, -0.64)","(-1.82, 2.14)","(-1.82, 2.15)"
"(0.7, -0.64)","(-1.79, 2.25)","(-1.82, 2.15)"
"(0.7, -0.64)","(-1.81, 2.16)","(-1.82, 2.15)"
"(0.7, -0.64)","(-1.81, 2.15)","(-1.82, 2.15)"
"(0.7, -0.64)","(-1.87, 2.16)","(-1.82, 2.15)"
"(0.7, -0.64)","(-1.87, 2.21)","(-1.82, 2.15)"
"(0.7, -0.64)","(-1.77, 2.12)","(-1.82, 2.15)"
"(0.7, -0.64)","(-1.79, 2.17)","(-1.82, 2.15)"
"(0.7, -0.64)","(-1.76, 2.21)","(-1.82, 2.15)"
"(0.7, -0.64)","(-1.81, 2.19)","(-1.82, 2.15)"
"(0.7, -0.64)","(-1.85, 2.11)","(-1.82, 2.15)"
"(0.7, -0.64)","(-1.84, 2.13)","(-1.82, 2.15)"
"(0.7, -0.64)","(-1.87, 2.14)","(-1.82, 2.15)"
"(0.7, -0.64)","(-1.88, 2.2)","(-1.82, 2.15)"
"(0.7, -0.64)","(-1.78, 2.21)","(-1.82, 2.15)"
"(0.7, -0.64)","(-1.81, 2.16)","(-1.82, 2.15)"
"(0.7, -0.64)","(-1.86, 2.13)","(-1.82, 2.15)"
"(0.7, -0.64)","(-1.72, 2.1)","(-1.82, 2.15)"
"(0.7, -0.64)","(-1.91, 2.14)","(-1.82, 2.15)"
"(0.54, -0.36)","(-1.84, 2.45)","(-1.82, 2.48)"
"(0.54, -0.36)","(-1.89, 2.55)","(-1.82, 2.48)"
"(0.54, -0.36)","(-1.78, 2.57)","(-1.82, 2.48)"
"(0.54, -0.36)","(-1.76, 2.47)","(-1.82, 2.48)"
"(0.54, -0.36)","(-1.77, 2.44)","(-1.82, 2.48)"
"(0.54, -0.36)","(-1.73, 2.52)","(-1.82, 2.48)"
"(0.54, -0.36)","(-1.84, 2.53)","(-1.82, 2.48)"
"(0.54, -0.36)","(-1.77, 2.4)","(-1.82, 2.48)"
"(0.54, -0.36)","(-1.83, 2.55)","(-1.82, 2.48)"
"(0.54, -0.36)","(-1.82, 2.51)","(-1.82, 2.48)"
"(0.54, -0.36)","(-1.8, 2.44)","(-1.82, 2.48)"
"(0.54, -0.36)","(-1.85, 2.57)","(-1.82, 2.48)"
"(0.54, -0.36)","(-1.78, 2.54)","(-1.82, 2.48)"
"(0.54, -0.36)","(-1.76, 2.45)","(-1.82, 2.48)"
"(0.54, -0.36)","(-1.73, 2.52)","(-1.82, 2.48)"
"(0.54, -0.36)","(-1.87, 2.47)","(-1.82, 2.48)"
"(0.54, -0.36)","(-1.77, 2.53)","(-1.82, 2.48)"
"(0.54, -0.36)","(-1.77, 2.41)","(-1.82, 2.48)"
"(0.54, -0.36)","(-1.76, 2.41)","(-1.82, 2.48)"
"(0.54, -0.36)","(-1.79, 2.55)","(-1.82, 2.48)"
"(0.3, -0.13)","(-1.88, 2.78)","(-1.82, 2.81)"
"(0.3, -0.13)","(-1.84, 2.82)","(-1.82, 2.81)"
"(0.3, -0.13)","(-1.84, 2.78)","(-1.82, 2.81)"
"(0.3, -0.13)","(-1.73, 2.75)","(-1.82, 2.81)"
"(0.3, -0.13)","(-1.73, 2.74)","(-1.82, 2.81)"
"(0.3, -0.13)","(-1.8, 2.74)","(-1.82, 2.81)"
"(0.3, -0.13)","(-1.77, 2.77)","(-1.82, 2.81)"
"(0.3, -0.13)","(-1.82, 2.84)","(-1.82, 2.81)"
"(0.3, -0.13)","(-1.76, 2.78)","(-1.82, 2.81)"
"(0.3, -0.13)","(-1.89, 2.87)","(-1.82, 2.81)"
"(0.3, -0.13)","(-1.77, 2.9)","(-1.82, 2.81)"
"(0.3, -0.13)","(-1.74, 2.89)","(-1.82, 2.81)"
"(0.3, -0.13)","(-1.84, 2.76)","(-1.82, 2.81)"
"(0.3, -0.13)","(-1.76, 2.86)","(-1.82, 2.81)"
"(0.3, -0.13)","(-1.82, 2.88)","(-1.82, 2.81)"
"(0.3, -0.13)","(-1.74, 2.72)","(-1.82, 2.81)"
"(0.3, -0.13)","(-1.83, 2.83)","(-1.82, 2.81)"
"(0.3, -0.13)","(-1.77, 2.78)","(-1.82, 2.81)"
"(0.3, -0.13)","(-1.8, 2.86)","(-1.82, 2.81)"
"(0.3, -0.13)","(-1.89, 2.84)","(-1.82, 2.81)"
"(0.0, 0.0)","(-1.82, 3.15)","(-1.82, 3.14)"
"(0.0, 0.0)","(-1.8, 3.05)","(-1.82, 3.14)"
"(0.0, 0.0)","(-1.8, 3.17)","(-1.82, 3.14)"
"(0.0, 0.0)","(-1.84, 3.2)","(-1.82, 3.14)"
"(0.0, 0.0)","(-1.84, 3.08)","(-1.82, 3.14)"
"(0.0, 0.0)","(-1.89, 3.11)","(-1.82, 3.14)"
"(0.0, 0.0)","(-1.84, 3.05)","(-1.82, 3.14)"
"(0.0, 0.0)","(-1.82, 3.23)","(-1.82, 3.14)"
"(0.0, 0.0)","(-1.86, 3.12)","(-1.82, 3.14)"
"(0.0, 0.0)","(-1.91, 3.07)","(-1.82, 3.14)"
"(0.0, 0.0)","(-1.74, 3.24)","(-1.82, 3.14)"
"(0.0, 0.0)","(-1.76, 3.13)","(-1.82, 3.14)"
"(0.0, 0.0)","(-1.79, 3.14)","(-1.82, 3.14)"
"(0.0, 0.0)","(-1.88, 3.06)","(-1.82, 3.14)"
"(0.0, 0.0)","(-1.87, 3.21)","(-1.82, 3.14)"
"(0.0, 0.0)","(-1.79, 3.2)","(-1.82, 3.14)"
"(0.0, 0.0)","(-1.76, 3.11)","(-1.82, 3.14)"
"(0.0, 0.0)","(-1.79, 3.05)","(-1.82, 3.14)"
"(0.0, 0.0)","(-1.91, 3.06)","(-1.82, 3.14)"
"(0.0, 0.0)","(-1.79, 3.23)","(-1.82, 3.14)"
"(-0.0, 0.0)","(-1.44, -3.09)","(-1.49, -3.14)"
"(-0.0, 0.0)","(-1.53, -3.04)","(-1.49, -3.14)"
"(-0.0, 0.0)","(-1.44, -3.23)","(-1.49, -3.14)"
"(-0.0, 0.0)","(-1.58, -3.21)","(-1.49, -3.14)"
"(-0.0, 0.0)","(-1.58, -3.14)","(-1.49, -3.14)"
"(-0.0, 0.0)","(-1.44, -3.08)","(-1.49, -3.14)"
"(-0.0, 0.0)","(-1.54, -3.18)","(-1.49, -3.14)"
"(-0.0, 0.0)","(-1.41, -3.22)","(-1.49, -3.14)"
"(-0.0, 0.0)","(-1.39, -3.15)","(-1.49, -3.14)"
"(-0.0, 0.0)","(-1.52, -3.24)","(-1.49, -3.14)"
"(-0.0, 0.0)","(-1.44, -3.08)","(-1.49, -3.14)"
"(-0.0, 0.0)","(-1.55, -3.1)","(-1.49, -3.14)"
"(-0.0, 0.0)","(-1.53, -3.05)","(-1.49, -3.14)"
"(-0.0, 0.0)","(-1.54, -3.22)","(-1.49, -3.14)"
"(-0.0, 0.0)","(-1.46, -3.2)","(-1.49, -3.14)"
"(-0.0, 0.0)","(-1.45, -3.2)","(-1.49, -3.14)"
"(-0.0, 0.0)","(-1.54, -3.1)","(-1.49, -3.14)"
"(-0.0, 0.0)","(-1.47, -3.22)","(-1.49, -3.14)"
"(-0.0, 0.0)","(-1.55, -3.06)","(-1.49, -3.14)"
"(-0.0, 0.0)","(-1.43, -3.05)","(-1.49, -3.14)"
"(-0.32, -0.08)","(-1.56, -2.76)","(-1.49, -2.81)"
"(-0.32, -0.08)","(-1.45, -2.86)","(-1.49, -2.81)"
"(-0.32, -0.08)","(-1.53, -2.75)","(-1.49, -2.81)"
"(-0.32, -0.08)","(-1.51, -2.85)","(-1.49, -2.81)"
"(-0.32, -0.08)","(-1.47, -2.91)","(-1.49, -2.81)"
"(-0.32, -0.08)","(-1.53, -2.84)","(-1.49, -2.81)"
"(-0.32, -0.08)","(-1.41, -2.86)","(-1.49, -2.81)"
"(-0.32, -0.08)","(-1.59, -2.78)","(-1.49, -2.81)"
"(-0.32, -0.08)","(-1.57, -2.73)","(-1.49, -2.81)"
"(-0.32, -0.08)","(-1.52, -2.79)","(-1.49, -2.81)"
"(-0.32, -0.08)","(-1.53, -2.88)","(-1.49, -2.81)"
"(-0.32, -0.08)","(-1.51, -2.75)","(-1.49, -2.81)"
"(-0.32, -0.08)","(-1.49, -2.72)","(-1.49, -2.81)"
"(-0.32, -0.08)","(-1.45, -2.8)","(-1.49, -2.81)"
"(-0.32, -0.08)","(-1.58, -2.77)","(-1.49, -2.81)"
"(-0.32, -0.08)","(-1.51, -2.82)","(-1.49, -2.81)"
"(-0.32, -0.08)","(-1.44, -2.86)","(-1.49, -2.81)"
"(-0.32, -0.08)","(-1.39, -2.81)","(-1.49, -2.81)"
"(-0.32, -0.08)","(-1.44, -2.9)","(-1.49, -2.81)"
"(-0.32, -0.08)","(-1.43, -2.87)","(-1.49, -2.81)"
"(-0.59, -0.26)","(-1.46, -2.54)","(-1.49, -2.48)"
"(-0.59, -0.26)","(-1.48, -2.5)","(-1.49, -2.48)"
"(-0.59, -0.26)","(-1.53, -2.49)","(-1.49, -2.48)"
"(-0.59, -0.26)","(-1.49, -2.41)","(-1.49, -2.48)"
"(-0.59, -0.26)","(-1.59, -2.44)","(-1.49, -2.48)"
"(-0.59, -0.26)","(-1.57, -2.4)","(-1.49, -2.48)"
"(-0.59, -0.26)","(-1.47, -2.47)","(-1.49, -2.48)"
"(-0.59, -0.26)","(-1.52, -2.47)","(-1.49, -2.48)"
"(-0.59, -0.26)","(-1.43, -2.46)","(-1.49, -2.48)"
"(-0.59, -0.26)","(-1.52, -2.55)","(-1.49, -2.48)"
"(-0.59, -0.26)","(-1.53, -2.46)","(-1.49, -2.48)"
"(-0.59, -0.26)","(-1.41, -2.41)","(-1.49, -2.48)"
"(-0.59, -0.26)","(-1.59, -2.53)","(-1.49, -2.48)"
"(-0.59, -0.26)","(-1.51, -2.39)","(-1.49, -2.48)"
"(-0.59, -0.26)","(-1.52, -2.58)","(-1.49, -2.48)"
"(-0.59, -0.26)","(-1.46, -2.41)","(-1.49, -2.48)"
"(-0.59, -0.26)","(-1.49, -2.47)","(-1.49, -2.48)"
"(-0.59, -0.26)","(-1.5, -2.44)","(-1.49, -2.48)"
"(-0.59, -0.26)","(-1.57, -2.47)","(-1.49, -2.48)"
"(-0.59, -0.26)","(-1.5, -2.45)","(-1.49, -2.48)"
"(-0.8, -0.52)","(-1.52, -2.08)","(-1.49, -2.15)"
"(-0.8, -0.52)","(-1.48, -2.08)","(-1.49, -2.15)"
"(-0.8, -0.52)","(-1.41, -2.22)","(-1.49, -2.15)"
"(-0.8, -0.52)","(-1.43, -2.06)","(-1.49, -2.15)"
"(-0.8, -0.52)","(-1.58, -2.07)","(-1.49, -2.15)"
"(-0.8, -0.52)","(-1.52, -2.15)","(-1.49, -2.15)"
"(-0.8, -0.52)","(-1.52, -2.23)","(-1.49, -2.15)"
"(-0.8, -0.52)","(-1.54, -2.13)","(-1.49, -2.15)"
"(-0.8, -0.52)","(-1.43, -2.08)","(-1.49, -2.15)"
"(-0.8, -0.52)","(-1.59, -2.24)","(-1.49, -2.15)"
"(-0.8, -0.52)","(-1.53, -2.13)","(-1.49, -2.15)"
"(-0.8, -0.52)","(-1.39, -2.13)","(-1.49, -2.15)"
"(-0.8, -0.52)","(-1.53, -2.11)","(-1.49, -2.15)"
"(-0.8, -0.52)","(-1.45, -2.18)","(-1.49, -2.15)"
"(-0.8, -0.52)","(-1.51, -2.05)","(-1.49, -2.15)"
"(-0.8, -0.52)","(-1.41, -2.24)","(-1.49, -2.15)"
"(-0.8, -0.52)","(-1.52, -2.24)","(-1.49, -2.15)"
"(-0.8, -0.52)","(-1.57, -2.09)","(-1.49, -2.15)"
"(-0.8, -0.52)","(-1.42, -2.07)","(-1.49, -2.15)"
"(-0.8, -0.52)","(-1.53, -2.12)","(-1.49, -2.15)"
"(-0.9, -0.83)","(-1.46, -1.86)","(-1.49, -1.82)"
"(-0.9, -0.83)","(-1.43, -1.82)","(-1.49, -1.82)"
"(-0.9, -0.83)","(-1.53, -1.81)","(-1.49, -1.82)"
"(-0.9, -0.83)","(-1.4, -1.9)","(-1.49, -1.82)"
"(-0.9, -0.83)","(-1.54, -1.83)","(-1.49, -1.82)"
"(-0.9, -0.83)","(-1.41, -1.74)","(-1.49, -1.82)"
"(-0.9, -0.83)","(-1.56, -1.87)","(-1.49, -1.82)"
"(-0.9, -0.83)","(-1.44, -1.83)","(-1.49, -1.82)"
"(-0.9, -0.83)","(-1.56, -1.75)","(-1.49, -1.82)"
"(-0.9, -0.83)","(-1.58, -1.86)","(-1.49, -1.82)"
"(-0.9, -0.83)","(-1.4, -1.74)","(-1.49, -1.82)"
"(-0.9, -0.83)","(-1.58, -1.85)","(-1.49, -1.82)"
"(-0.9, -0.83)","(-1.43, -1.92)","(-1.49, -1.82)"
"(-0.9, -0.83)","(-1.48, -1.85)","(-1.49, -1.82)"
"(-0.9, -0.83)","(-1.51, -1.77)","(-1.49, -1.82)"
"(-0.9, -0.83)","(-1.5, -1.77)","(-1.49, -1.82)"
"(-0.9, -0.83)","(-1.42, -1.8)","(-1.49, -1.82)"
"(-0.9, -0.83)","(-1.46, -1.86)","(-1.49, -1.82)"
"(-0.9, -0.83)","(-1.51, -1.79)","(-1.49, -1.82)"
"(-0.9, -0.83)","(-1.55, -1.8)","(-1.49, -1.82)"
"(-0.9, -1.16)","(-1.4, -1.51)","(-1.49, -1.49)"
"(-0.9, -1.16)","(-1.43, -1.5)","(-1.49, -1.49)"
"(-0.9, -1.16)","(-1.57, -1.48)","(-1.49, -1.49)"
"(-0.9, -1.16)","(-1.41, -1.56)","(-1.49, -1.49)"
"(-0.9, -1.16)","(-1.55, -1.52)","(-1.49, -1.49)"
"(-0.9, -1.16)","(-1.42, -1.56)","(-1.49, -1.49)"
"(-0.9, -1.16)","(-1.55, -1.54)","(-1.49, -1.49)"
"(-0.9, -1.16)","(-1.43, -1.54)","(-1.49, -1.49)"
"(-0.9, -1.16)","(-1.57, -1.58)","(-1.49, -1.49)"
"(-0.9, -1.16)","(-1.52, -1.4)","(-1.49, -1.49)"
"(-0.9, -1.16)","(-1.5, -1.52)","(-1.49, -1.49)"
"(-0.9, -1.16)","(-1.47, -1.48)","(-1.49, -1.49)"
"(-0.9, -1.16)","(-1.41, -1.47)","(-1.49, -1.49)"
"(-0.9, -1.16)","(-1.4, -1.4)","(-1.49, -1.49)"
"(-0.9, -1.16)","(-1.58, -1.53)","(-1.49, -1.49)"
"(-0.9, -1.16)","(-1.54, -1.39)","(-1.49, -1.49)"
"(-0.9, -1.16)","(-1.4, -1.41)","(-1.49, -1.49)"
"(-0.9, -1.16)","(-1.45, -1.48)","(-1.49, -1.49)"
"(-0.9, -1.16)","(-1.44, -1.55)","(-1.49, -1.49)"
"(-0.9, -1.16)","(-1.5, -1.47)","(-1.49, -1.49)"
"(-0.8, -1.47)","(-1.44, -1.14)","(-1.49, -1.16)"
"(-0.8, -1.47)","(-1.43, -1.16)","(-1.49, -1.16)"
"(-0.8, -1.47)","(-1.53, -1.11)","(-1.49, -1.16)"
"(-0.8, -1.47)","(-1.55, -1.07)","(-1.49, -1.16)"
"(-0.8, -1.47)","(-1.54, -1.16)","(-1.49, -1.16)"
